accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,,price
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher""}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.67087231,114.2177407,1125,0,House,,,,,,Private room,,$85.00
2,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68243843,114.2069867,1125,0,House,,,,,,Private room,,$95.00
1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Smoke Detector"",Shampoo}",30,1,Real Bed,1,1,1,flexible,1,t,f,3,f,22.67251916,114.2210584,1125,5,Apartment,6,6,6,56,6,Private room,,$28.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",1,1,Real Bed,1,1,2,flexible,1,t,f,2,t,22.66863242,114.2172675,1125,1,Apartment,10,10,10,100,10,Entire home/apt,,$150.00
5,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,2,2,4,strict,1,t,f,5,f,22.67186076,114.2117227,1125,0,Apartment,,,,,,Entire home/apt,,$220.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2.5,Real Bed,2,3,1,strict,6,t,f,1,f,22.67441593,114.2122699,7,0,House,,,,,,Entire home/apt,,$550.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",6,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.70147314,114.2220334,10,7,House,10,10,10,100,10,Private room,,$60.00
3,"{Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer}",28,1,Real Bed,1,1,1,moderate,1,t,f,1,t,22.6777311,114.2140867,8,1,House,10,10,10,100,10,Entire home/apt,,$225.00
7,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Hangers,Iron}",13,2,Real Bed,3,4,1,strict,5,t,f,1,f,22.68741299,114.2006377,1125,3,House,10,10,9,93,10,Entire home/apt,,$220.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",25,2,Real Bed,3,3,1,moderate,4,t,f,1,f,22.67495313,114.1945392,1125,3,House,10,10,10,100,10,Entire home/apt,,$225.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.69615103,114.2280047,1125,0,Apartment,,,,,,Entire home/apt,,$115.00
10,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,2,Real Bed,3,2,1,flexible,4,t,f,1,f,22.70358934,114.2219947,1125,1,House,10,10,8,80,8,Entire home/apt,,$99.00
2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",29,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.69937545,114.2182602,1125,3,House,10,10,10,100,9,Private room,,$80.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",24,1.5,Real Bed,1,2,1,moderate,1,t,f,1,f,22.68517137,114.2281645,1125,14,Apartment,10,10,9,93,9,Entire home/apt,,$89.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}",4,3,Real Bed,4,8,3,strict,6,t,t,3,f,22.67681515,114.2001364,7,10,House,10,10,10,100,10,Entire home/apt,,$350.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",27,1,Real Bed,1,2,1,flexible,2,t,f,1,f,22.67506704,114.2073559,30,14,House,10,10,10,93,10,Private room,,$50.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,2,1,strict,2,t,f,1,f,22.69763085,114.2150712,90,4,Apartment,10,10,10,95,10,Entire home/apt,,$50.00
5,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",0,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.68038175,114.1917011,1125,0,House,,,,,,Entire home/apt,,$130.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68104978,114.1933886,1125,4,House,10,10,10,100,10,Private room,,$75.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",30,2.5,Real Bed,2,2,1,strict,1,t,f,1,f,22.67907798,114.2108762,1125,0,House,,,,,,Entire home/apt,,"$1,100.00"
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials}",30,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.69475301,114.1993809,1125,0,House,,,,,,Entire home/apt,,$350.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",23,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.70163809,114.2071869,14,3,Apartment,10,10,9,100,10,Private room,,$35.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",30,3,Real Bed,3,4,1,flexible,1,t,f,1,f,22.68694333,114.2043033,1125,0,House,,,,,,Entire home/apt,,$550.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",5,2,Real Bed,3,5,4,strict,1,t,f,5,f,22.7067272,114.2100828,1125,7,House,9,9,9,89,9,Entire home/apt,,$225.00
1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,1,1,flexible,0,t,f,1,f,22.70696393,114.219224,1125,0,House,,,,,,Private room,,$50.00
3,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",18,1,Real Bed,2,2,1,strict,2,t,f,1,f,22.67587148,114.1967412,14,22,Apartment,10,10,10,96,10,Entire home/apt,,$125.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",20,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.677489,114.2219158,1125,1,Apartment,10,10,10,100,10,Private room,,$95.00
2,"{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",24,1,Real Bed,1,1,1,strict,1,t,f,1,t,22.68592516,114.2106256,1125,11,Cabin,10,10,10,98,9,Entire home/apt,,$63.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,2,Real Bed,1,3,1,strict,1,t,f,1,f,22.69808635,114.2230274,30,9,House,10,10,10,98,10,Private room,,$75.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",7,3,Real Bed,4,3,1,strict,7,t,f,1,f,22.67235666,114.2162193,1125,1,House,10,10,10,100,10,Entire home/apt,,$390.00
1,"{""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.71007576,114.206259,1125,0,Apartment,,,,,,Entire home/apt,,$145.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",10,1,Real Bed,1,3,3,strict,2,t,t,3,f,22.6786288,114.1996304,10,134,House,10,10,10,99,10,Private room,,$70.00
2,{},0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.68687251,114.2079745,1125,0,Apartment,,,,,,Entire home/apt,,$200.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",5,2,Real Bed,3,3,1,flexible,6,t,f,1,f,22.70256616,114.2109229,1125,3,House,10,10,10,100,10,Entire home/apt,,$200.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",29,1,Real Bed,2,2,1,moderate,1,t,f,1,f,22.68464616,114.2045489,14,0,House,,,,,,Entire home/apt,,$250.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",2,1,Real Bed,2,3,1,flexible,1,t,f,1,f,22.68259545,114.2129602,1125,15,House,10,9,9,91,9,Entire home/apt,,$100.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",30,1,Airbed,1,1,1,flexible,1,t,f,1,f,22.69826229,114.2214261,1125,0,House,,,,,,Private room,,$100.00
6,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,2,Real Bed,2,2,1,moderate,4,t,f,1,f,22.67233167,114.2128331,10,0,House,,,,,,Entire home/apt,,$350.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",28,1,Airbed,1,1,1,flexible,1,t,f,1,f,22.68112209,114.2247201,1125,0,Apartment,,,,,,Private room,,$15.00
10,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",30,2,Real Bed,3,5,1,strict,1,t,f,1,f,22.67777968,114.1917976,1125,2,House,10,10,8,100,10,Entire home/apt,,$300.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Heating,Washer,Dryer}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.67953265,114.2259082,1125,0,Apartment,,,,,,Entire home/apt,,$300.00
2,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",14,1,Real Bed,1,1,1,flexible,1,t,f,1,t,22.69955208,114.2255987,7,0,House,,,,,,Private room,,$50.00
1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,1,Airbed,1,1,3,moderate,1,t,f,3,f,22.67473934,114.2117742,7,46,House,10,10,9,96,9,Private room,,$140.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",30,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.67984382,114.2246423,1125,5,Apartment,10,10,10,100,10,Entire home/apt,,$130.00
10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",17,3,Real Bed,4,4,4,strict,8,t,f,5,f,22.67212194,114.2136612,1125,4,House,10,10,10,90,10,Entire home/apt,,$295.00
9,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,2,Real Bed,3,4,1,moderate,1,t,f,1,f,22.6760745,114.2129847,1125,1,House,10,10,10,100,10,Entire home/apt,,$650.00
6,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",30,1,Real Bed,2,3,1,moderate,1,t,f,1,f,22.68213081,114.2162805,1125,0,House,,,,,,Entire home/apt,,$225.00
5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,3,2,1,strict,1,t,f,1,f,22.67741292,114.1901944,10,0,House,,,,,,Entire home/apt,,"$1,000.00"
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",Essentials,Shampoo}",13,1,Real Bed,1,1,1,strict,0,t,t,1,f,22.69501353,114.1994259,1125,97,Cabin,10,10,10,100,10,Entire home/apt,,$65.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.70617879,114.2083503,1125,0,House,,,,,,Private room,,$99.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,""Fire Extinguisher"",Essentials}",29,1,Real Bed,1,1,1,strict,2,t,f,1,t,22.68023257,114.2232628,21,2,House,9,10,8,90,10,Private room,,$90.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",18,2,Real Bed,4,6,5,strict,1,t,f,6,f,22.70057382,114.2184066,180,18,House,10,10,9,98,10,Entire home/apt,,$149.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,3,2,1,moderate,2,t,f,1,f,22.67335736,114.2176133,1125,2,House,10,10,10,100,10,Entire home/apt,,$125.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",8,1,Real Bed,1,2,1,strict,2,t,t,1,f,22.67507662,114.2111743,7,66,House,10,10,9,98,10,Entire home/apt,,$80.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,3,Real Bed,3,3,2,moderate,1,t,f,2,f,22.68425708,114.2254317,1125,0,House,,,,,,Entire home/apt,,"$1,600.00"
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",24,1,Real Bed,1,1,1,flexible,1,t,f,1,t,22.70381547,114.2073045,1125,1,House,10,10,10,100,10,Private room,,$70.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,3,Real Bed,4,8,1,moderate,1,t,f,1,f,22.68551145,114.2022138,14,2,House,10,10,10,100,10,Entire home/apt,,$600.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,2,3,1,moderate,1,t,f,1,f,22.67776242,114.2225972,1125,0,Apartment,,,,,,Entire home/apt,,$500.00
2,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s)}",23,1,Real Bed,1,1,2,moderate,1,t,f,2,f,22.67381351,114.2219378,1125,9,House,10,10,10,96,9,Entire home/apt,,$80.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",0,2,Real Bed,2,1,1,flexible,1,t,f,1,f,22.68511292,114.2048982,1125,1,House,10,10,10,100,10,Entire home/apt,,$95.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,4,4,1,strict,8,t,f,1,f,22.67759892,114.2169875,1825,1,House,10,10,8,80,10,Entire home/apt,,$450.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials,Shampoo}",16,1,Real Bed,3,4,1,strict,2,t,f,1,f,22.68068837,114.2177743,330,34,House,10,10,10,97,9,Entire home/apt,,$129.00
3,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",17,1,Real Bed,1,2,1,strict,2,t,t,1,f,22.68397617,114.2135081,21,41,Apartment,10,10,10,100,10,Entire home/apt,,$125.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",19,1,Real Bed,1,1,4,strict,1,t,f,5,f,22.67042192,114.2139783,1125,11,Apartment,8,9,9,85,8,Entire home/apt,,$129.00
